financial_distress_flag,purpose_clarity,income_stability_mention,repayment_confidence,overall_sentiment,loan_idx,default_flag,grade,desc_clean
0,5,1,5,positive,2166,0,A,i am applying for this loan because i want to do some repairs to my car and pay off a couple of small bills i don t believe in living on credit cards and i live within my means for the most part i work full time and take my debts very seriously
1,1,0,1,negative,2167,0,A,pay off credit card as well as get christmas money
0,1,0,1,neutral,2168,0,C,credit cards payoff
0,5,1,5,positive,2169,0,D,i m fresh out of college got a great job looking to consolidate my credit card debts to save on interest payments i ve never made any late payments or defaulted on any loans in the past i don t intend to ever go down that route invest in me you won t be disappointed
0,5,1,5,positive,2170,0,C,using loan to pay off high interest rate credit cards the monthly payment for consolidation is less than the total minimum payments on the credit cards i am paying off making payment easy to afford and have good payment history and stable employment making investing on this loan a wise choice
1,5,0,5,negative,2171,0,A,would rather provide a great opportunity for an entrepreneurial investor to make gains on my interest from accumulated debt than the big credit card companies plan to create an emergency fund while paying down the debt over the 3 year period i will pay my credit cards with this loan american express 7 600 10 24 credit limit 20 000 usaa mastercard 9 000 9 9 credit limit 29 500 i will use this loan and 3 000 cash to pay off the balance i realize my credit card rates are not very high however i also realize the benefits of installment loans vs revolving debt thanks for the opportunity to be credit card debt free
0,1,0,1,neutral,2172,1,B,need funds for inventory purchases
0,1,0,1,neutral,2173,0,B,i need to resurface my driveway at my home
1,5,0,5,negative,2174,0,C,consolidate credit card debit 5k pay off two 2 loans 4 5k
1,2,0,1,negative,2175,0,C,pay off high interest rate credit card and medical bills
0,1,0,1,neutral,2176,0,D,paying off high interest credit cards will make me healthier financially in the future
1,5,1,5,positive,2177,0,B,i plan to use these funds to paydown a high rate cc i plan to use these funds to paydown a high rate credit card i have never made a late payment in the past 10 years i have been with my current employer for over 10 years i plan to use these funds to pay down a high rate cc i have never made a late payment in the past 10 years i have been with my current employer for over 10 years this loan has surpassed the halfway mark for funding thank you to all those that have invested so far
1,1,1,1,negative,2178,1,C,to pay off high interest bills have a secure job
1,5,0,5,negative,2179,0,B,i am interested in consolidating credit card debt and lowering my monthly payments this loan will help to lower my payment by an estimated 200
1,5,0,5,negative,2180,0,B,i remodeled my home partially using credit cards and i wish to refinance at a lower rate
1,5,1,5,negative,2181,0,F,i plan on using the funds to pay off and close all of my credit card accounts with the exception of one or two most of which have high interest rates i have been employed with the clark county school district for 27 years my monthly expenses are as follows housing 792 transportation 179 utilities 346 food 300 liabilities 1246
0,2,0,2,neutral,2182,0,D,the credit card was from starting a seasonal business it is a franchise business and last year was our first year we used this credit card to purchase equipment for the business computers pos software had a promotional rate on it for about 6 months and now the rate has adjusted this income from the new business was not used when answering any questions
1,5,0,5,negative,2183,0,B,i have a lot of credit card debt at a high apr rate from putting school and medical bills on them my hope is to pay them off cancel some of them and then cut the rest and not use them and stay out of debt i want to start fresh with one payment instead of several it will be easier to pay off
0,1,0,1,neutral,2184,1,C,credit card consolidation
1,1,0,1,negative,2185,0,E,time to consolidate and take control
1,5,1,5,positive,2186,1,C,consolidating my bills to better my lifestyle one bill better then 4 my house needs some work to it not alot a bunch of little things and by getting the loan amount i asked for i can consolidate my bills i will finally be able to finish my house i have a house needs some more work but to many bills want to consolidate them so i can finish working on my house ive had my job for the last 5 yrs im good with keeping up on my paynents im asking for the loan so its easier to pay my debt consolidation is what i want to do
1,1,0,1,negative,2187,0,B,investors thank you for your support that helps me pay off my high interest rate credit cards without you i know it is impossible to pay off again thanks
0,1,0,1,neutral,2188,0,B,pay off a higher interest loan
1,1,0,1,negative,2189,1,B,to pey off credit cards i like to pey off my credit cards
1,5,1,5,positive,2190,0,A,hey there the reason i am applying for this loan is to pay off an engagement ring i bought 6 months ago i purchased it with billmelater but the interest rate is about to sky rocket so i m looking for something more reasonable i m getting married next month and both me and my future wife have very good and stable jobs she works for a large furniture company and i work for a software company getting this ring payed off is priority number 1 for me thanks so much null
1,5,0,5,negative,2191,0,F,i live far from my job and i need a car i tire of asking my co workers for ride every day i really need the loan to get a car thank you
0,1,0,1,negative,2192,0,C,fresh start to my financial freedom
1,5,0,1,negative,2193,0,B,seeking loan to pay off my extremely high interest rate credit cards
1,1,0,1,negative,2194,0,C,i have two credit cards i would like to consilidate
1,1,0,1,negative,2195,1,B,paying off credit cards
1,5,0,5,negative,2196,0,B,i i want to replace my payments on credit cards to one payment at a specific time and a lower interest rate i want to replace my payments on credit cards to one payment at a specific time and a lower interest rate
0,5,0,5,positive,2197,0,C,to refinance my high interest credit cards i always pay my bills on time i just need a lower interest rate thank you for helping me
0,1,0,1,neutral,2198,0,D,this loan help me to save money
0,5,1,5,positive,2199,0,F,i am seeking a loan to help with relocation expenses i am moving from vermont to massachusetts i will be keeping my job with my current employer but moving to a much busier territory which should increase my income as i am paid bonuses based on the volume of work i get i will be moving in with my long term girlfriend who owns her own house i will no longer have any rent payments nor mortage payments the funds will be used to cover moving expenses movers packing supplies having my electronic dog fence re installed at her house etc the remainder will be used for some minor home improvements i plan on doing and then the balance towards my credit cards i am a good borrower because i never miss a payment i make plenty of money to cover my bills and i take my credit seriously in the near future my girlfriend and i plan on selling her house and purchasing something bigger together i will not do anything to allow my credit to be a problem when that time comes she is a very successful lawyer and i am a very successful insurance professional
1,1,0,1,negative,2200,0,A,tell your story what is your loan for
1,5,0,5,negative,2201,0,E,i had unexpected medical bills last year and would like to use this money to consolidate these debts into one loan i plan on paying off this loan in 3 years or less
0,5,1,5,positive,2202,0,C,i would like to consolidate credit card debt at a better rate i always pay my bills on time i have four solid years on my job where i continue to exceed my goals i have incorporated a spreadsheet to keep track of spending
0,5,0,5,neutral,2203,1,C,want to pay off another loan that has higher rate
0,1,0,1,neutral,2204,0,C,just bought a new home looking to make a few updates to make it my own
0,5,1,5,positive,2205,0,B,i plan to use the proceeds of this loan to purchase some upgrades on a large home renovation addition project that has been under construction for almost a year and is close to completion i am a professional with an advanced degree and have been at the same job with the same firm since i finished school nearly a decade ago my current after tax monthly income exceeds my fixed and variable expenses by about 5 000 on average
0,1,0,1,neutral,2206,0,B,loan for a new house roof terminite extermination and other small house repairs
1,5,0,5,negative,2207,0,B,with all of life s inevitable and sometimes costly twists and turns i wasn t really getting anywhere with my credit card debt i am hoping with this loan that i will be able to consolidate those monthly bills into one
0,2,0,1,neutral,2208,0,B,home repairs credit card consolidation
1,1,0,1,negative,2209,0,C,i m paying off one main a higher interest loan and all credit cards
1,5,0,5,positive,2210,0,B,refinancing credit card debt left over from college and related to a new house the quoted payments are less than i m already paying across a couple of cards so it will be easy to pay off the loan on time or sooner
0,5,0,5,positive,2211,0,B,credit card refinance initially it came from student loans i did a balance transfer but now i have gotten a better rate from lc hence refinancing
1,5,1,5,positive,2212,0,C,i want this loan because i need to consolidate my bills and get out of this mess and start saving for retirement i need to close my accounts and get out of debt with my work status great and my personal life great i need to make my finances great too i really want this more than anything my loan is to pay off credit cards and an existing loans i have citi bank chase loan and car for daughter
1,5,0,5,negative,2213,0,D,consolidating credit cards and paying off recreational vehicle
0,5,0,5,neutral,2214,1,B,consolidate high interest credit cards
1,5,0,5,negative,2215,0,C,my loan is to help offset interest on credit cards that i ran up for my business the business is no longer in operation but i need to pay my credit cards off
1,5,0,5,positive,2216,0,C,i would like to consolidate my debt in order to make one monthly payment instead of seven it is mainly to make life simpler and will save me money with a lower overall interest rate
0,5,0,5,neutral,2217,0,B,this loan is to consolidate my two p2p loans at a lower rate saving money on monthly payments
0,5,1,5,positive,2218,0,D,my loan is for upfront costs for my wedding in may of 2014 i am a man of integrity have never made a late payment in my life i will pay all installments as agreed if you have any questions please feel free to ask
1,5,0,5,negative,2219,1,D,loan to pay off high interest credit cards to help get out of debt
1,5,0,5,negative,2220,1,B,high interest rate credit cards i want to pay them off and be debt free
1,5,0,5,negative,2221,0,E,this loan is to pay off credit card debt by consolidating it will assist me with improving my credit instead if having monthly payments
1,5,0,5,negative,2222,0,D,589865 added on 12 16 09 trying to get my credit back on track after a lengthy medical leave two years ago now i am looking to build my credit and get a simple car to get back and forth to work
1,3,0,1,neutral,2223,1,D,i am wanting to consolidate be current credit card debt into one payment i also have a few small home repairs i would like to do as well
1,1,0,1,negative,2224,0,C,pay off high interest credit cards make enough money just go in credit card debt a while back and cannot get on top of it because of high interest
0,5,1,5,positive,2225,0,C,paying off closed credit card accounts closed after rates went up without cause well within budget nrt is a sub company of coldwell banker realogy corp job is stable
1,5,0,5,negative,2226,1,A,high interest loan with a 119 interest rate need to pay off payments are 486 mthly and by the time i pay off will be 40000 dollars
0,1,0,1,neutral,2227,0,A,moving loan i would like to buy new furnitures and kitchen cabinets for my new house
0,1,0,1,neutral,2228,0,B,paying off higher interest rate loan
0,5,1,5,positive,2229,0,C,this loan is to help purchase a vehicle to make my commute to work easier i am recent mechanical engineering graduate from michigan tech university i have procured a position as a manufacturing technician with a prominent communication aviation and electronics solution company in my home town where i plan to settle with my family with retention at over 90 and an organizational system of promoting from within i feel secure my job will be bringing in a steady and growing income the purchase of this vehicle would make my family s daily commute a lot easier since i can start work an hour before my son can be at daycare and nearly two and half hours before my wife has to be at work she is a teacher my current debts are a student loan and credit cards my wife s income goes toward paying our monthly credit car payments which we have a payoff planner of 12 months student loan and rent this leaves my income for utilities and hopefully this loan my credit history may be young but i have never been late on any payments feel free to ask any questions and i will respond as quickly and as thoroughly as possible
0,1,0,1,neutral,2230,0,B,we are in contract to put a gunite inground pool in our home along with screen enclosure and patio total contract value 38 423
1,5,0,5,negative,2231,0,B,i am looking to change careers back to what i did before the internet bubble burst i just finished renovating my home so would like to pay off the amount quickly and at a lower rate before going back to school
0,1,0,1,neutral,2232,0,B,i am wanting to purchase 10 acres of vacant land to build a home on in the future
0,2,0,1,neutral,2233,0,A,pay off credit cards and remodel kitchen in house
1,5,0,5,negative,2234,0,B,to pay 8550 from onemain financial the interest is 36 for five years i tried to get low rate to pay faster or switch to different banks
0,5,0,5,negative,2235,0,B,paying off and closing 2 bank of america accounts paying down congressional fcu visa
0,1,0,1,neutral,2236,0,E,this loan is for my home improvement
1,5,0,5,positive,2237,1,E,to consolidate my credit cards into 1 payment and get my interest lower without affecting my credit i m responsible and tired of not seeing my payments go down and my credit no getting better looking to buy a house in the future and want to clean up my history best way possible thank you
1,5,0,5,negative,2238,1,D,i have 3 credit cards paid off and 2 with balances i recently was just informed that i need to pay over 600 hundred dollars to get my engine light off to pass smog i was going to have to put on 2 cards to pay i decided to get a loan to pay off one card and repair smog and re register my honda
1,5,1,5,positive,2239,0,D,bens loan with this loan i will be consolodating a car payment and credit card debt the monthly amount i will be paying will enable me to live a little more comfortably i have a safe job and i am hoping to pay this loan off a little early if possible as i am due for my pay raise
1,5,0,5,positive,2240,0,C,hello all thanks you taking time to invest in my debt consolidation i have too many separate bills with high interest the loan here makes perfect sense it allows me to consolidate my loan at a great rate thanks you
1,5,0,5,positive,2241,0,B,truly think this is the best way to get rid of a credit card that has grown high interest thanks for the lending club this will be a great experience and accomplishment life is about achieving goals reaching milestones and living a happy successful life paying dues on time is important to me big fan of convenience the better way to consolidate is this way thus allowing you to reach the goals and milestones faster and be even more successful thank you
0,4,0,4,neutral,2242,1,D,would like to pay off credit cards and get a new bathtub vanity for my bathroom
1,5,0,5,positive,2243,0,D,this loan will help me lower my total monthly payout by paying a lot of my dept off and paying others down to under 30 also to pay off recent hospital bills my total payments now are around 530 550 a month with this loan i hope to get that down to 400 450 a month
1,1,0,1,negative,2244,0,C,i need this by tuesday that is the dead line to pay at auction thanks
1,5,0,5,negative,2245,0,C,i will use the loan to avoid paying the high interest rates on 3 cards would like to have 1 monthly payment instead of 3
1,5,1,5,positive,2246,0,C,i ran up some high interest credit cards years ago i ve been making steady payments but not getting ahead this will let me pay off my debts and move forward with my life
1,5,0,5,negative,2247,0,A,i just simply want to consolidate my debt so that i can have one payment and so that i know exactly where to pay extra payments right now i m trying to spread the extra money on my various accounts and it s just tiresome to calculate and i m seeing very little progress thanks for the help
0,5,0,5,positive,2248,0,C,i have over 15 years of credit history with no missed payments no late payments no bankruptcy and no defaults i plan to use this loan to consolidate debt that does not have as good terms doing this will save me money month to month and long term improving my finances and pay off capability i have over 15 years of credit history with no missed payments no late payments no bankruptcy and no defaults i plan to use this loan to reconcile debt that is not in such good terms saving me money both on an on going basis as well as long term thus improving my finances and repayment capacity
0,5,0,5,negative,2249,0,B,refinance high intrest credit cards and pay them off faster
1,5,0,1,negative,2250,0,C,consolidating credit debt while taking care of medical expenses thanks
0,2,0,1,neutral,2251,1,B,i am requesting loan to finance a business that i was trying to start it s a dvd vending machine that i can put to other business premises
0,1,0,1,neutral,2252,0,A,this loan is to purchase a jet ski
1,5,0,5,negative,2253,0,C,with the high interest rates on my credit cards it is proving to be very hard to pay them down most of my payments go strictly toward interest and not the loan amount any help would be appreciated thank you for your time
1,5,0,5,negative,2254,1,A,want to pay off high interest credit cards with the most efficient option that is going to save me the most time and money
1,5,0,5,negative,2255,0,D,this loan is to consolidate my credit card balances so i can make one payment only
1,5,1,5,positive,2256,0,E,been at my job for 13 years never late payments want to consolidate to have 1 static payment and get out of debt thank you everyone for your support
1,4,0,1,neutral,2257,0,E,i would like to consolidate my bills to make payments more manageable so i can have the flexibility to complete some home upgrade projects
1,5,0,5,positive,2258,0,B,i am taking a loan to consolidate my credit cards and therefore only having one payment per month rather than three making it faster and cheaper to pay off i am taking a loan out to consolidate my credit card debt and make my monthly payments lower
1,1,0,1,negative,2259,0,B,to pay off credit cards
1,5,0,5,negative,2260,0,C,i got into a bad car loan with wells fargo last year which made me roughly 9000 upside on my car i d like to use this loan to get out of my car loan
1,1,0,1,negative,2261,0,B,paying off credit cards
0,3,0,3,neutral,2262,0,B,i had some roof damage during hurricane sandy patched it temporarily but need to replace a portion of the roof i need new gutters also
1,5,0,5,neutral,2263,0,D,my loan will be used to consolidate several obligations and streamline the payments down to just a few obligations with a better overall interest rate
1,5,1,5,positive,2264,0,E,i plan on paying off this debt consolidation loan within 3 years but chose a 5 year plan to obtain a lower monthly payment in order to gain some financial flexibility for my family i am open and available at any time day or night to answer questions do what you can to help our family we are a good sound investment we are hard working professionals in the food service industry i am the executive sous chef of a great private country club here in colorado i have entertained actors athletes politicians as well as our everyday members and guests i do weddings for 100 s of guests and golf tourney weekends for 1000 s my financial teachings and habits are sound and my family always works hard all the way to the end for everything we earn loan application email and bank verified waiting on lendingclub to complete my job pay verification other than that we are ready to be out of debt and a happy family part of the lendingclub family we are open to take any suggestions from lenders that would help in obtaining funding for our families loan as i have stated here through q a as well as loan description we don t have bad credit we just don t have much credit and the credit we do have we have maxed in order to provide what i felt my family needed the total family debt we are going to consolidate with this loan came over the course of the last 10 years i moved from new orleans to colorado after culinary school my wife and i couldn t afford a big wedding with family so we eloped in vegas alone we maxed my discover card to cover the birth of our youngest son who is now 3 because at the time we had no family health insurance we have for the last 2 years obtained health insurance and are all fully covered and we sent our oldest son to a school in new orleans for talented musicians for 2 years all of these cover our total debt of 16 000 for everything we have amassed over the last 10 years and we would desperately enjoy a fresh start with only 1 monthly payment of 420 as our loan here specifies we never miss any payments of any kind and we certainly don t intend to start now so we have balanced our budget but continue to pay over 800 month to these creditors but with this loan could wipe out completely as well as pay the loan back early and pocket some much needed monthly funds for my family rather than just give it to creditor interest
1,5,0,5,negative,2265,0,B,this loan is to pay off all the high interest credit cards and loan from one main financial
0,5,1,5,positive,2266,0,A,i don t have trouble making the payments i just want to consolidate the payments my job is very stable no matter what the economy people drink milk i have been doing the same job for 8 yrs now and plan on doing the same job for years to come
1,5,0,1,negative,2267,0,B,proceeds of this loan will be used to consolidate high interest credit careds into one manageable payment
1,5,1,5,positive,2268,0,D,we are a stable family with good jobs and a new baby with a need to consolidate our high interest credit cards so we can close the accounts and make one payment monthly
1,5,0,5,negative,2269,0,D,i have three credit cards that i would like to pay off i would like a loan to pay them off they are already cut up i no longer have them in my possession i would like to become debt free this is my only debt
1,5,0,5,positive,2270,0,A,i have some remaining debt from completion of my masters degree along with some credit card debt from recent home renovations i would like to consolidate these to a lower interest rate loan so that i can pay them off in a scheduled monthly payment
1,5,0,5,negative,2271,0,B,this loan will be used to consolidate my debt so i can have one low monthly payment
0,5,1,5,positive,2272,0,C,this loan is to consolidate some of my debt together i am a low credit risk considering the fact that i have never missed a payment on any account ever i will easily be able to afford the payments as the loan will pay off my vehicle and a few of the credit card balances that i currently carry in addition i will most likely be paying this loan off early as i typically have between 700 1000 surplus at the end of each month between my income and my spouse s if anyone has any questions feel free to ask
0,5,1,5,positive,2273,0,E,loan proceeds will be used for debt consolidation plan to repay lending club loan in four years steady income strong payment history thank you for considering this loan
1,5,0,5,negative,2274,0,A,looking to pay down debt and consolidate credit card debt this loan will help me consolidate my credit card debt to a lower interest loan
1,5,0,5,negative,2275,0,C,i have multiple credit cards and one loan that i am trying to get consolidated so i can better my credit situation i have tried to get loans but most banks are requiring a 750 or better and i am close to a 700 so i can t get the loan to get into a better financial situation
1,5,0,5,negative,2276,0,C,married a great guy after year of looking our wedding was beautiful now we need to consolidate the debt for our future
1,5,0,5,negative,2277,0,A,trying to pay off credit card debt by consolidating and getting the lowest rates i can
1,5,0,5,negative,2278,0,C,i want to make just 1 payment each month with a plan to pay off credit card bills as soon as possible
1,5,1,5,negative,2279,0,E,i am requesting a loan in order to pay off the last of my credit card debt i am working on improving my credit and would like to close the last of my credit cards i would really appreciate any help you could provide thank you i have a steady job as a teacher but have a few cards with high interest rates this has made my monthly payments increase and as a single mother i am having a hard time paying more than the minimum payment in order to pay them off with this loan i will be able to pay off all of my credit debt and still afford to pay more than the minimum payment every month any funding you can offer would help thank you again
1,5,0,5,negative,2280,0,A,i am consolidating one auto loan and three credit cards the payment will be a little less than i am paying now but the aggregate interest rate is much better this loan will be paid in full 2 01 2014
1,5,0,5,negative,2281,0,C,this is a consolidation loan i have done this in the past with one main financial citifinancial the loan will pay off both revolving accounts immediately i use a monthly credit report and the only reason my score is low is the high balance so i am trying to get rid of that 750 when low
0,1,0,1,neutral,2282,1,C,we would like to remodel our bathrooms and add washer dryer
1,2,0,1,neutral,2283,1,G,want to pay some bills and i would like to upgrade my home with remodeling and new appliances
0,5,0,5,neutral,2284,0,B,to upgrade kitchen and bathroom in home
1,3,0,2,negative,2285,0,B,im trying to consolidate my high interest credit card and another card i have and pay off my car
0,3,0,3,neutral,2286,0,C,this loan is to pay off some bills and were remodeling our kitchen
1,5,0,5,positive,2287,1,A,thank you all so much for all that you ve already done you have no idea how much you are changing my life this is going to help me pay off my credit cards and have just one low payment every month i can t tell you how good it feels to see the light at the end of the tunnel and see that i will be out of debt quicker than i thought i could be i greatly appreciate your help and will not let you down
0,4,0,4,neutral,2288,0,B,i will use this loan to consolidate my bills and to pay my dental work
0,1,0,1,neutral,2289,0,D,person loan for wedding expenses
1,5,0,5,negative,2290,1,F,clearing credit card balances in preparation for a new mortgage application holding on to current cash for down payment closing etc
0,1,0,1,neutral,2291,0,D,credit card consolidation
0,5,1,5,positive,2292,0,C,i would like to consolidate credit cards into one payment rather than several if you review the last 12 mos i have been on time with all payments and i will continueto be so thank you for your consideration
0,5,0,5,neutral,2293,0,C,well qualified borrower loan is being used to consolidate credit cards and financing accounts
1,5,0,5,negative,2294,1,C,debt consolidation pay off 2 credit cards
1,1,1,1,negative,2295,0,D,i ve been at my job 25 years very hard worker just bought a house and afew things arouse i had to take care of
1,5,0,5,negative,2296,0,D,i have a few credit cards and one other loan that payments together are more than this loan i ve requested i can t get anywhere paying them all individually so this way i can have them all paid off within 3 years
1,1,0,1,negative,2297,1,E,to consolidate all of my bills into a single payment
1,5,0,5,negative,2298,0,B,consolidate two lines of credit lower rates consolidate debt
0,5,0,5,positive,2299,0,C,i will use this loan to consolidate my bills and to build credit worthiness and use this to maintain my credit score i will utilize this loan to consolidate my bills as well as use this to build credit history and maintain my credit worthiness
1,1,0,1,negative,2300,0,B,to put all my debt in only one monthly payment to put all my debt in only one monthly payment
1,5,0,5,negative,2301,0,B,i am looking to take this loan and put it towards the bills that are costing me the most monthly that way i can care for my horse better and contribute to my household i have to drive further to my job than i used to and gas is costing me too much
1,5,0,5,negative,2302,0,B,i just want to consoliate a few debts having to pay multiple bills is very difficult thank you so much for this chance to consolidate
1,5,0,5,negative,2303,0,B,consolidate credit card debt at a lower rate
1,5,0,5,negative,2304,0,A,i am almost done remodeling my 1923 ranch house and would like to consolidate my expenses into a reasonable single payment
1,1,0,1,negative,2305,0,C,pay off high intress credit car and small bills and take long do vacation
0,1,0,1,neutral,2306,1,B,pay off high interest credit cards
1,1,0,1,negative,2307,0,D,i just really want to clear up some debt and get a car and start life on a better leg
0,5,0,1,negative,2308,1,C,the purpose for this loan is to help my daughter to pay off some medical bills
1,5,0,1,negative,2309,0,B,this loan will be used to consolidate credit card debt
1,5,0,5,negative,2310,0,C,pay off credit cards i am going to pay off all my credit cards
1,5,0,5,negative,2311,0,A,home improvements added insulation in walls and attic surprisingly was build with none in ca in 1952 dual pane windows replaced ailing furnace replaced sewer line due to roots would like to consolidate into fixed payment loan
0,5,0,5,positive,2312,0,C,this loan will be used to consolidate credit cards with high interest rates the credit cards were used during my college career only other debt is the mortgage paid off two vechicles over the past 5 years
1,5,1,5,negative,2313,0,D,consolidate credit card bills which would make things a lot easier to handle every month dear member i apologise did not mean to be rude my current debt balances are about 19 000 my interest rates are between 12 an 29 on credit cards also have car loan about 8 000 an a personal loan about 9 000 at about 13 i am trying to get this loan to consolidate my credit cards bills that would give me 1 monthly payment an with the money coming from my checking their would be no reason for late payments i have been at my job for over 10 years an it is a very strong union base job
1,1,0,1,negative,2314,0,B,i want to repair my roof and fix my old car and also paid my high rate credit card that all
1,5,0,5,negative,2315,0,C,my loan is to pay off my credit cards i am issuing high interest and not able to pay off fast enough due to high interest i want to get these cards paid off and dept free i needed a break in the interest rates it will be easier to have one payment and pay off all the credit cards
0,4,0,4,positive,2316,0,A,trying to invest in training and education to further my prospect for an enhanced future funds will be used wisely to bridge the gap between the rising cost of education
1,4,0,4,neutral,2317,0,E,this loan will be used to fund remodeling projects to my home i will also use some of the funds for taxes owed as well as pay off existing high interest credit cards
1,5,0,5,negative,2318,1,A,i have 2 credit cards i ve never been late on just wanna pay a lower rate and save money payoff is 16000 i would love to pay them off completely but if not the 14800 will help thank you
1,5,0,5,positive,2319,0,A,i currently have a revolving balance on a credit card at 14 24 interest the lower rate with lending club will help me pay off and the auto debit from my checking account makes it easy to manage and plan for each month removing this high balance from my credit card will help my credit score
1,5,0,5,negative,2320,0,C,i want to consolidate my credit card balances and pay them off the monthly payments for this loan would come to alot less then what i currently pay each month for my credit cards
1,1,0,1,negative,2321,0,A,paying high interest credit card balance from emergency room bill paying high interest credit card balance on credit card is from emergency room bills
1,5,0,5,negative,2322,0,A,okay i bought a timeshare and while i ve paid every month for 3 years the interest rate is high and i d rather give my money to a quot real quot person than this institution that s it very simple this loan will help me payoff the debt faster and get on track with a retirement savings plan thanks
1,5,1,5,positive,2323,0,B,will be used to pay off my bills so i have for the most part only one major bill i have never missed or late a credit card payment or other bills in the past 9 years my job is vary stable and i thank you for your help in this loan
0,5,1,5,positive,2324,0,A,i plan to use these funds to pay off all of my credit cards and small loans i have never had a late payment and have excellent credit
1,5,0,5,negative,2325,0,B,i am taking out this loan to cover my credit card bill i owe 6 945 on my credit card with an interest rate of 23 74 this loan will be used to pay off the only credit card i have since the interest rate on the loan would be significantly lower than my credit card i would be in a much better financial position
1,5,0,5,positive,2326,0,D,i am going to use this loan to pay credit card deb off with over 20 interest i currently am pay over 500 a month in credit cards so this payment is much less than what i have been paying therefore i will see my debt go away faster and i know i can make this smaller payment
1,5,0,5,negative,2327,0,B,bill consolation to get a lower interest rate which lending club has so i can pay off other credit cards and close them out which are at a higher rate
1,5,0,5,negative,2328,0,A,just trying to tackle my debt a little more intentionally and get out from under higher interest influenced by dave ramsey to get out of debt
0,5,1,5,positive,2329,0,B,i would like a loan to consolidate debt to be able to pay it down faster i have an excellent payment record have never been delinquent on any payment in my life
0,5,0,5,positive,2330,0,C,i am wishing to consolidate 3 credit cards into one payment the cards are us air and 2 citi bank cards your interest rate is preferable i have no issues with making my current payments however i understand about saving with a lower interest rate and that is why i applied
1,1,0,1,negative,2331,0,C,bill consolidation my loan is to consolidate my bills
0,4,1,5,positive,2332,0,B,hello i would like to refinance the balance that i have on my american express and capital one credit cards i have a high paying job but i am just finishing school and so would like to save some money by lowering my interest rates on the debt i raised while in college
1,5,0,5,negative,2333,1,E,i need to consolidate higher interest rate debt to lower interest rate debt
0,5,0,5,positive,2334,0,D,i am wanting to get my finances an even better order than they are already in so that i can start planning on building a house for my family this next year
0,5,1,5,positive,2335,0,D,dedbt consolidation i have worked hard to improve my credit payments are within my budget my job is very stable
1,5,0,5,negative,2336,0,B,i am in the process of paying my debt off i will be combining two higher interest credit cards my goal is to be debt free besides my home by 2015
1,1,0,1,negative,2337,0,B,i am using this loan to pay off two large credit cards and a loan
0,5,1,5,positive,2338,0,A,this loan will be used for home improvement i have a very stable job which i can easily pay the monthly payment for this loan my goal is to pay this loan off in about a year
0,5,0,5,positive,2339,0,A,debt consolidation with plans to purchase dream home after loan is paid off
0,5,0,5,positive,2340,0,A,once i got engaged in earlier this year my priorities in my life changed one of my priorities now is to save as much money as possible to help build a future with my future wife reducing debt with lower interest rates will help contribute to our goals this is what brought me to the lending club
1,5,0,5,negative,2341,0,C,need to pay off high interest credit card and replace with lower interest payment
1,5,0,1,negative,2342,0,C,to consolidate credit debt and get back on solid financial footing
1,2,0,1,negative,2343,0,C,i need this money to pay off credit cards i have two that are charging me 25 99 and it is difficult to make a dent on the amount
1,5,0,5,negative,2344,0,B,i made a huge payment on my loan for this credit based timeshare which i should not have gotten in the first place my goal was to reduce my monthly payment so i can pay off a few of my higher interest balances sooner now they re telling me that my payment will remain the same but that my term will be shorter that s fine for the long run but i would rather use that money towards 2 credit cards that i would like to get rid off literally i asked to see if i could refinance the loan for a better rate currently at 15 despite my excellent credit but in order to do that i would have to buy more credits can you believe them i would rather give my hard earned cash to someone like you than to make worldmark any richer thank you in advance felix
1,5,1,5,positive,2345,0,C,i would like to consolidate my debt and have one payment a month i have set a goal with a 5 yr plan of paying off all debt i have reliable employment in the medical field thank you
0,5,1,5,positive,2346,0,D,hi there i have a steady well paying job i have a great credit score and intend to keep it that way that being said i d feel comfortable with the terms of this loan and am requesting it to avoid the upfront financial dents associated with weddings i will have no problem making payments thanks
1,3,0,2,negative,2347,0,C,i am trying to fix and improve my credit so i am to consolidate my debt into one bill
0,1,0,1,neutral,2348,0,E,would like to replace windows and remodel bathrooms
1,1,0,1,negative,2349,0,D,well i just find out that my roof is leaking and theirs water coming from the roof to the ceiling into the living room ceiling and now the drywall is coming off and i need to fix it right away and im kinda short of budget
1,5,0,5,negative,2350,0,B,i have found a used good condition suburban to buy to haul everyone around i got approved for a car loan but because of the age of the vehicle it could not be used i will not have any issues keeping up with the payments
1,5,0,5,negative,2351,0,A,credit card consolidation 2008 was rough the rich got richer and i got in a bind now looking to give some of my money to individuals instead of the big banks thanks for your consideration
1,5,0,1,negative,2352,0,D,i would like to consolidate my debt into one monthly payment
0,5,1,5,positive,2353,1,B,iam planing on useing the loan to pay off credit cards and pay down on other my credit history is good i never been late or miss a payment on credit cards or a previous loan i have a stable income coming in i have been on my job for almost 15 years i hope you will be able to help me thanks
1,5,0,1,negative,2354,0,C,debt consolidation debt consolidation especially credit card debt seeking relief from high interest credit card debt
1,1,0,1,negative,2355,0,B,pay off some higher intrest rate credit cards
1,5,0,5,negative,2356,0,B,i want to consolidate a few credit card balances from college with a lower interest rate and one bill to pay a month
